Setting,Exposure,Theta_A,Seed,Article,t,N,B,A
network,opt,0.0,68,b,9,0,0,0
network,opt,0.0,69,b,0,69,69,0
network,opt,0.0,69,b,1,87,84,3
network,opt,0.0,69,b,2,23,23,0
network,opt,0.0,69,b,3,3,2,1
network,opt,0.0,69,b,4,0,0,0
network,opt,0.0,69,b,5,0,0,0
network,opt,0.0,69,b,6,0,0,0
network,opt,0.0,69,b,7,0,0,0
network,opt,0.0,69,b,8,0,0,0
network,opt,0.0,69,b,9,0,0,0
network,opt,0.0,70,b,0,69,69,0
network,opt,0.0,70,b,1,96,90,6
network,opt,0.0,70,b,2,24,21,3
network,opt,0.0,70,b,3,2,2,0
network,opt,0.0,70,b,4,0,0,0
network,opt,0.0,70,b,5,0,0,0
network,opt,0.0,70,b,6,0,0,0
network,opt,0.0,70,b,7,0,0,0
network,opt,0.0,70,b,8,0,0,0
network,opt,0.0,70,b,9,0,0,0
network,opt,0.0,71,b,0,69,69,0
network,opt,0.0,71,b,1,85,80,5
network,opt,0.0,71,b,2,34,33,1
network,opt,0.0,71,b,3,6,6,0
network,opt,0.0,71,b,4,1,1,0
network,opt,0.0,71,b,5,0,0,0
network,opt,0.0,71,b,6,0,0,0
network,opt,0.0,71,b,7,0,0,0
network,opt,0.0,71,b,8,0,0,0
network,opt,0.0,71,b,9,0,0,0
network,opt,0.0,72,b,0,69,69,0
network,opt,0.0,72,b,1,75,70,5
network,opt,0.0,72,b,2,36,34,2
network,opt,0.0,72,b,3,2,1,1
network,opt,0.0,72,b,4,1,1,0
network,opt,0.0,72,b,5,0,0,0
network,opt,0.0,72,b,6,0,0,0
network,opt,0.0,72,b,7,0,0,0
network,opt,0.0,72,b,8,0,0,0
network,opt,0.0,72,b,9,0,0,0
network,opt,0.0,73,b,0,69,69,0
network,opt,0.0,73,b,1,79,79,0
network,opt,0.0,73,b,2,38,36,2
network,opt,0.0,73,b,3,0,0,0
network,opt,0.0,73,b,4,0,0,0
network,opt,0.0,73,b,5,0,0,0
network,opt,0.0,73,b,6,0,0,0
network,opt,0.0,73,b,7,0,0,0
network,opt,0.0,73,b,8,0,0,0
network,opt,0.0,73,b,9,0,0,0
network,opt,0.0,74,b,0,69,69,0
network,opt,0.0,74,b,1,81,79,2
network,opt,0.0,74,b,2,27,26,1
network,opt,0.0,74,b,3,6,5,1
network,opt,0.0,74,b,4,1,1,0
network,opt,0.0,74,b,5,1,1,0
network,opt,0.0,74,b,6,0,0,0
network,opt,0.0,74,b,7,0,0,0
network,opt,0.0,74,b,8,0,0,0
network,opt,0.0,74,b,9,0,0,0
network,opt,0.0,75,b,0,69,69,0
network,opt,0.0,75,b,1,83,80,3
network,opt,0.0,75,b,2,33,28,5
network,opt,0.0,75,b,3,2,2,0
network,opt,0.0,75,b,4,2,2,0
network,opt,0.0,75,b,5,0,0,0
network,opt,0.0,75,b,6,0,0,0
network,opt,0.0,75,b,7,0,0,0
network,opt,0.0,75,b,8,0,0,0
network,opt,0.0,75,b,9,0,0,0
network,opt,0.0,76,b,0,69,69,0
network,opt,0.0,76,b,1,91,87,4
network,opt,0.0,76,b,2,28,27,1
network,opt,0.0,76,b,3,1,1,0
network,opt,0.0,76,b,4,0,0,0
network,opt,0.0,76,b,5,0,0,0
network,opt,0.0,76,b,6,0,0,0
network,opt,0.0,76,b,7,0,0,0
network,opt,0.0,76,b,8,0,0,0
network,opt,0.0,76,b,9,0,0,0
network,opt,0.0,77,b,0,69,69,0
network,opt,0.0,77,b,1,76,75,1
network,opt,0.0,77,b,2,29,26,3
network,opt,0.0,77,b,3,9,9,0
network,opt,0.0,77,b,4,0,0,0
network,opt,0.0,77,b,5,0,0,0
network,opt,0.0,77,b,6,0,0,0
network,opt,0.0,77,b,7,0,0,0
network,opt,0.0,77,b,8,0,0,0
network,opt,0.0,77,b,9,0,0,0
network,opt,0.0,78,b,0,69,69,0
network,opt,0.0,78,b,1,89,88,1
network,opt,0.0,78,b,2,30,27,3
network,opt,0.0,78,b,3,2,2,0
network,opt,0.0,78,b,4,0,0,0
network,opt,0.0,78,b,5,0,0,0
network,opt,0.0,78,b,6,0,0,0
network,opt,0.0,78,b,7,0,0,0
network,opt,0.0,78,b,8,0,0,0
network,opt,0.0,78,b,9,0,0,0
network,opt,0.0,79,b,0,69,69,0
network,opt,0.0,79,b,1,86,84,2
network,opt,0.0,79,b,2,27,26,1
network,opt,0.0,79,b,3,4,4,0
network,opt,0.0,79,b,4,0,0,0
network,opt,0.0,79,b,5,0,0,0
network,opt,0.0,79,b,6,0,0,0
network,opt,0.0,79,b,7,0,0,0
network,opt,0.0,79,b,8,0,0,0
network,opt,0.0,79,b,9,0,0,0
network,opt,0.0,80,b,0,69,69,0
network,opt,0.0,80,b,1,91,87,4
network,opt,0.0,80,b,2,20,19,1
network,opt,0.0,80,b,3,2,2,0
network,opt,0.0,80,b,4,0,0,0
network,opt,0.0,80,b,5,0,0,0
network,opt,0.0,80,b,6,0,0,0
network,opt,0.0,80,b,7,0,0,0
network,opt,0.0,80,b,8,0,0,0
network,opt,0.0,80,b,9,0,0,0
network,opt,0.0,81,b,0,69,69,0
network,opt,0.0,81,b,1,87,87,0
network,opt,0.0,81,b,2,17,15,2
network,opt,0.0,81,b,3,5,4,1
network,opt,0.0,81,b,4,2,1,1
network,opt,0.0,81,b,5,0,0,0
network,opt,0.0,81,b,6,0,0,0
network,opt,0.0,81,b,7,0,0,0
network,opt,0.0,81,b,8,0,0,0
network,opt,0.0,81,b,9,0,0,0
network,opt,0.0,82,b,0,69,69,0
network,opt,0.0,82,b,1,83,80,3
network,opt,0.0,82,b,2,29,28,1
network,opt,0.0,82,b,3,3,3,0
network,opt,0.0,82,b,4,0,0,0
network,opt,0.0,82,b,5,0,0,0
network,opt,0.0,82,b,6,0,0,0
network,opt,0.0,82,b,7,0,0,0
network,opt,0.0,82,b,8,0,0,0
network,opt,0.0,82,b,9,0,0,0
network,opt,0.0,83,b,0,69,69,0
network,opt,0.0,83,b,1,92,89,3
network,opt,0.0,83,b,2,21,21,0
network,opt,0.0,83,b,3,2,2,0
network,opt,0.0,83,b,4,0,0,0
network,opt,0.0,83,b,5,0,0,0
network,opt,0.0,83,b,6,0,0,0
network,opt,0.0,83,b,7,0,0,0
network,opt,0.0,83,b,8,0,0,0
network,opt,0.0,83,b,9,0,0,0
network,opt,0.0,84,b,0,69,69,0
network,opt,0.0,84,b,1,92,90,2
network,opt,0.0,84,b,2,25,23,2
network,opt,0.0,84,b,3,0,0,0
network,opt,0.0,84,b,4,0,0,0
network,opt,0.0,84,b,5,0,0,0
network,opt,0.0,84,b,6,0,0,0
network,opt,0.0,84,b,7,0,0,0
network,opt,0.0,84,b,8,0,0,0
network,opt,0.0,84,b,9,0,0,0
network,opt,0.0,85,b,0,69,69,0
network,opt,0.0,85,b,1,75,72,3
network,opt,0.0,85,b,2,31,31,0
network,opt,0.0,85,b,3,3,3,0
network,opt,0.0,85,b,4,0,0,0
network,opt,0.0,85,b,5,0,0,0
network,opt,0.0,85,b,6,0,0,0
network,opt,0.0,85,b,7,0,0,0
network,opt,0.0,85,b,8,0,0,0
network,opt,0.0,85,b,9,0,0,0
network,opt,0.0,86,b,0,69,69,0
network,opt,0.0,86,b,1,76,74,2
network,opt,0.0,86,b,2,31,29,2
network,opt,0.0,86,b,3,11,9,2
network,opt,0.0,86,b,4,0,0,0
network,opt,0.0,86,b,5,0,0,0
network,opt,0.0,86,b,6,0,0,0
network,opt,0.0,86,b,7,0,0,0
network,opt,0.0,86,b,8,0,0,0
network,opt,0.0,86,b,9,0,0,0
network,opt,0.0,87,b,0,69,69,0
network,opt,0.0,87,b,1,85,84,1
network,opt,0.0,87,b,2,24,22,2
network,opt,0.0,87,b,3,5,4,1
network,opt,0.0,87,b,4,0,0,0
network,opt,0.0,87,b,5,0,0,0
network,opt,0.0,87,b,6,0,0,0
network,opt,0.0,87,b,7,0,0,0
network,opt,0.0,87,b,8,0,0,0
network,opt,0.0,87,b,9,0,0,0
network,opt,0.0,88,b,0,69,69,0
network,opt,0.0,88,b,1,77,76,1
network,opt,0.0,88,b,2,35,32,3
network,opt,0.0,88,b,3,4,4,0
network,opt,0.0,88,b,4,0,0,0
network,opt,0.0,88,b,5,0,0,0
network,opt,0.0,88,b,6,0,0,0
network,opt,0.0,88,b,7,0,0,0
network,opt,0.0,88,b,8,0,0,0
network,opt,0.0,88,b,9,0,0,0
network,opt,0.0,89,b,0,69,69,0
network,opt,0.0,89,b,1,82,79,3
network,opt,0.0,89,b,2,29,27,2
network,opt,0.0,89,b,3,5,5,0
network,opt,0.0,89,b,4,1,1,0
network,opt,0.0,89,b,5,1,1,0
network,opt,0.0,89,b,6,0,0,0
network,opt,0.0,89,b,7,0,0,0
network,opt,0.0,89,b,8,0,0,0
network,opt,0.0,89,b,9,0,0,0
network,opt,0.0,90,b,0,69,69,0
network,opt,0.0,90,b,1,98,95,3
network,opt,0.0,90,b,2,11,11,0
network,opt,0.0,90,b,3,1,1,0
network,opt,0.0,90,b,4,0,0,0
network,opt,0.0,90,b,5,0,0,0
network,opt,0.0,90,b,6,0,0,0
network,opt,0.0,90,b,7,0,0,0
network,opt,0.0,90,b,8,0,0,0
network,opt,0.0,90,b,9,0,0,0
network,opt,0.0,91,b,0,69,69,0
network,opt,0.0,91,b,1,79,77,2
network,opt,0.0,91,b,2,34,32,2
network,opt,0.0,91,b,3,3,3,0
network,opt,0.0,91,b,4,0,0,0
network,opt,0.0,91,b,5,0,0,0
network,opt,0.0,91,b,6,0,0,0
network,opt,0.0,91,b,7,0,0,0
network,opt,0.0,91,b,8,0,0,0
network,opt,0.0,91,b,9,0,0,0
network,opt,0.0,92,b,0,69,69,0
network,opt,0.0,92,b,1,83,80,3
network,opt,0.0,92,b,2,28,27,1
network,opt,0.0,92,b,3,4,4,0
network,opt,0.0,92,b,4,1,0,1
network,opt,0.0,92,b,5,0,0,0
network,opt,0.0,92,b,6,0,0,0
network,opt,0.0,92,b,7,0,0,0
network,opt,0.0,92,b,8,0,0,0
network,opt,0.0,92,b,9,0,0,0
network,opt,0.0,93,b,0,69,69,0
network,opt,0.0,93,b,1,84,83,1
network,opt,0.0,93,b,2,30,29,1
network,opt,0.0,93,b,3,4,4,0
network,opt,0.0,93,b,4,1,0,1
network,opt,0.0,93,b,5,0,0,0
network,opt,0.0,93,b,6,0,0,0
network,opt,0.0,93,b,7,0,0,0
network,opt,0.0,93,b,8,0,0,0
network,opt,0.0,93,b,9,0,0,0
network,opt,0.0,94,b,0,69,69,0
network,opt,0.0,94,b,1,80,76,4
network,opt,0.0,94,b,2,30,29,1
network,opt,0.0,94,b,3,6,5,1
network,opt,0.0,94,b,4,0,0,0
network,opt,0.0,94,b,5,0,0,0
network,opt,0.0,94,b,6,0,0,0
network,opt,0.0,94,b,7,0,0,0
network,opt,0.0,94,b,8,0,0,0
network,opt,0.0,94,b,9,0,0,0
network,opt,0.0,95,b,0,69,69,0
network,opt,0.0,95,b,1,90,87,3
network,opt,0.0,95,b,2,23,23,0
network,opt,0.0,95,b,3,3,3,0
network,opt,0.0,95,b,4,0,0,0
network,opt,0.0,95,b,5,0,0,0
network,opt,0.0,95,b,6,0,0,0
network,opt,0.0,95,b,7,0,0,0
network,opt,0.0,95,b,8,0,0,0
network,opt,0.0,95,b,9,0,0,0
network,opt,0.0,96,b,0,69,69,0
network,opt,0.0,96,b,1,85,83,2
network,opt,0.0,96,b,2,33,31,2
network,opt,0.0,96,b,3,3,3,0
network,opt,0.0,96,b,4,0,0,0
network,opt,0.0,96,b,5,0,0,0
network,opt,0.0,96,b,6,0,0,0
network,opt,0.0,96,b,7,0,0,0
network,opt,0.0,96,b,8,0,0,0
network,opt,0.0,96,b,9,0,0,0
network,opt,0.0,97,b,0,69,69,0
network,opt,0.0,97,b,1,91,88,3
network,opt,0.0,97,b,2,30,27,3
network,opt,0.0,97,b,3,2,2,0
network,opt,0.0,97,b,4,0,0,0
network,opt,0.0,97,b,5,0,0,0
network,opt,0.0,97,b,6,0,0,0
network,opt,0.0,97,b,7,0,0,0
network,opt,0.0,97,b,8,0,0,0
network,opt,0.0,97,b,9,0,0,0
network,opt,0.0,98,b,0,69,69,0
network,opt,0.0,98,b,1,83,81,2
network,opt,0.0,98,b,2,25,23,2
network,opt,0.0,98,b,3,7,5,2
network,opt,0.0,98,b,4,0,0,0
network,opt,0.0,98,b,5,0,0,0
network,opt,0.0,98,b,6,0,0,0
network,opt,0.0,98,b,7,0,0,0
network,opt,0.0,98,b,8,0,0,0
network,opt,0.0,98,b,9,0,0,0
network,opt,0.0,99,b,0,69,69,0
network,opt,0.0,99,b,1,88,86,2
network,opt,0.0,99,b,2,28,27,1
network,opt,0.0,99,b,3,2,1,1
network,opt,0.0,99,b,4,0,0,0
network,opt,0.0,99,b,5,0,0,0
network,opt,0.0,99,b,6,0,0,0
network,opt,0.0,99,b,7,0,0,0
network,opt,0.0,99,b,8,0,0,0
network,opt,0.0,99,b,9,0,0,0
model,fair,0.7459743804762068,0,a,0,69,0,69
model,fair,0.7459743804762068,0,a,1,5,0,5
model,fair,0.7459743804762068,0,a,2,1,0,1
model,fair,0.7459743804762068,0,a,3,0,0,0
model,fair,0.7459743804762068,0,a,4,0,0,0
model,fair,0.7459743804762068,0,a,5,0,0,0
model,fair,0.7459743804762068,0,a,6,0,0,0
model,fair,0.7459743804762068,0,a,7,0,0,0
model,fair,0.7459743804762068,0,a,8,0,0,0
model,fair,0.7459743804762068,0,a,9,0,0,0
model,fair,0.7459743804762068,1,a,0,69,0,69
model,fair,0.7459743804762068,1,a,1,5,0,5
model,fair,0.7459743804762068,1,a,2,0,0,0
model,fair,0.7459743804762068,1,a,3,0,0,0
model,fair,0.7459743804762068,1,a,4,0,0,0
model,fair,0.7459743804762068,1,a,5,0,0,0
model,fair,0.7459743804762068,1,a,6,0,0,0
model,fair,0.7459743804762068,1,a,7,0,0,0
model,fair,0.7459743804762068,1,a,8,0,0,0
model,fair,0.7459743804762068,1,a,9,0,0,0
model,fair,0.7459743804762068,2,a,0,69,0,69
model,fair,0.7459743804762068,2,a,1,3,0,3
model,fair,0.7459743804762068,2,a,2,0,0,0
model,fair,0.7459743804762068,2,a,3,0,0,0
model,fair,0.7459743804762068,2,a,4,0,0,0
model,fair,0.7459743804762068,2,a,5,0,0,0
model,fair,0.7459743804762068,2,a,6,0,0,0
model,fair,0.7459743804762068,2,a,7,0,0,0
model,fair,0.7459743804762068,2,a,8,0,0,0
model,fair,0.7459743804762068,2,a,9,0,0,0
model,fair,0.7459743804762068,3,a,0,69,0,69
model,fair,0.7459743804762068,3,a,1,7,1,6
model,fair,0.7459743804762068,3,a,2,0,0,0
model,fair,0.7459743804762068,3,a,3,0,0,0
model,fair,0.7459743804762068,3,a,4,0,0,0
model,fair,0.7459743804762068,3,a,5,0,0,0
model,fair,0.7459743804762068,3,a,6,0,0,0
model,fair,0.7459743804762068,3,a,7,0,0,0
model,fair,0.7459743804762068,3,a,8,0,0,0
model,fair,0.7459743804762068,3,a,9,0,0,0
model,fair,0.7459743804762068,4,a,0,69,0,69
model,fair,0.7459743804762068,4,a,1,2,0,2
model,fair,0.7459743804762068,4,a,2,0,0,0
model,fair,0.7459743804762068,4,a,3,0,0,0
model,fair,0.7459743804762068,4,a,4,0,0,0
model,fair,0.7459743804762068,4,a,5,0,0,0
model,fair,0.7459743804762068,4,a,6,0,0,0
model,fair,0.7459743804762068,4,a,7,0,0,0
model,fair,0.7459743804762068,4,a,8,0,0,0
model,fair,0.7459743804762068,4,a,9,0,0,0
model,fair,0.7459743804762068,5,a,0,69,0,69
model,fair,0.7459743804762068,5,a,1,5,0,5
model,fair,0.7459743804762068,5,a,2,0,0,0
model,fair,0.7459743804762068,5,a,3,0,0,0
model,fair,0.7459743804762068,5,a,4,0,0,0
model,fair,0.7459743804762068,5,a,5,0,0,0
model,fair,0.7459743804762068,5,a,6,0,0,0
model,fair,0.7459743804762068,5,a,7,0,0,0
model,fair,0.7459743804762068,5,a,8,0,0,0
model,fair,0.7459743804762068,5,a,9,0,0,0
model,fair,0.7459743804762068,6,a,0,69,0,69
model,fair,0.7459743804762068,6,a,1,3,0,3
model,fair,0.7459743804762068,6,a,2,0,0,0
model,fair,0.7459743804762068,6,a,3,0,0,0
model,fair,0.7459743804762068,6,a,4,0,0,0
model,fair,0.7459743804762068,6,a,5,0,0,0
model,fair,0.7459743804762068,6,a,6,0,0,0
model,fair,0.7459743804762068,6,a,7,0,0,0
model,fair,0.7459743804762068,6,a,8,0,0,0
model,fair,0.7459743804762068,6,a,9,0,0,0
model,fair,0.7459743804762068,7,a,0,69,0,69
model,fair,0.7459743804762068,7,a,1,1,0,1
model,fair,0.7459743804762068,7,a,2,0,0,0
model,fair,0.7459743804762068,7,a,3,0,0,0
model,fair,0.7459743804762068,7,a,4,0,0,0
model,fair,0.7459743804762068,7,a,5,0,0,0
model,fair,0.7459743804762068,7,a,6,0,0,0
model,fair,0.7459743804762068,7,a,7,0,0,0
model,fair,0.7459743804762068,7,a,8,0,0,0
model,fair,0.7459743804762068,7,a,9,0,0,0
model,fair,0.7459743804762068,8,a,0,69,0,69
model,fair,0.7459743804762068,8,a,1,4,0,4
model,fair,0.7459743804762068,8,a,2,0,0,0
model,fair,0.7459743804762068,8,a,3,0,0,0
model,fair,0.7459743804762068,8,a,4,0,0,0
model,fair,0.7459743804762068,8,a,5,0,0,0
model,fair,0.7459743804762068,8,a,6,0,0,0
model,fair,0.7459743804762068,8,a,7,0,0,0
model,fair,0.7459743804762068,8,a,8,0,0,0
model,fair,0.7459743804762068,8,a,9,0,0,0
model,fair,0.7459743804762068,9,a,0,69,0,69
model,fair,0.7459743804762068,9,a,1,7,0,7
model,fair,0.7459743804762068,9,a,2,1,0,1
model,fair,0.7459743804762068,9,a,3,0,0,0
model,fair,0.7459743804762068,9,a,4,0,0,0
model,fair,0.7459743804762068,9,a,5,0,0,0
model,fair,0.7459743804762068,9,a,6,0,0,0
model,fair,0.7459743804762068,9,a,7,0,0,0
model,fair,0.7459743804762068,9,a,8,0,0,0
model,fair,0.7459743804762068,9,a,9,0,0,0
model,fair,0.7459743804762068,10,a,0,69,0,69
model,fair,0.7459743804762068,10,a,1,2,0,2
model,fair,0.7459743804762068,10,a,2,0,0,0
model,fair,0.7459743804762068,10,a,3,0,0,0
model,fair,0.7459743804762068,10,a,4,0,0,0
model,fair,0.7459743804762068,10,a,5,0,0,0
model,fair,0.7459743804762068,10,a,6,0,0,0
model,fair,0.7459743804762068,10,a,7,0,0,0
model,fair,0.7459743804762068,10,a,8,0,0,0
model,fair,0.7459743804762068,10,a,9,0,0,0
model,fair,0.7459743804762068,11,a,0,69,0,69
model,fair,0.7459743804762068,11,a,1,6,0,6
model,fair,0.7459743804762068,11,a,2,0,0,0
model,fair,0.7459743804762068,11,a,3,0,0,0
model,fair,0.7459743804762068,11,a,4,0,0,0
model,fair,0.7459743804762068,11,a,5,0,0,0
model,fair,0.7459743804762068,11,a,6,0,0,0
model,fair,0.7459743804762068,11,a,7,0,0,0
model,fair,0.7459743804762068,11,a,8,0,0,0
model,fair,0.7459743804762068,11,a,9,0,0,0
model,fair,0.7459743804762068,12,a,0,69,0,69
model,fair,0.7459743804762068,12,a,1,6,0,6
model,fair,0.7459743804762068,12,a,2,0,0,0
model,fair,0.7459743804762068,12,a,3,0,0,0
model,fair,0.7459743804762068,12,a,4,0,0,0
model,fair,0.7459743804762068,12,a,5,0,0,0
model,fair,0.7459743804762068,12,a,6,0,0,0
model,fair,0.7459743804762068,12,a,7,0,0,0
model,fair,0.7459743804762068,12,a,8,0,0,0
model,fair,0.7459743804762068,12,a,9,0,0,0
model,fair,0.7459743804762068,13,a,0,69,0,69
model,fair,0.7459743804762068,13,a,1,5,0,5
model,fair,0.7459743804762068,13,a,2,0,0,0
model,fair,0.7459743804762068,13,a,3,0,0,0
model,fair,0.7459743804762068,13,a,4,0,0,0
model,fair,0.7459743804762068,13,a,5,0,0,0
model,fair,0.7459743804762068,13,a,6,0,0,0
model,fair,0.7459743804762068,13,a,7,0,0,0
model,fair,0.7459743804762068,13,a,8,0,0,0
model,fair,0.7459743804762068,13,a,9,0,0,0
model,fair,0.7459743804762068,14,a,0,69,0,69
model,fair,0.7459743804762068,14,a,1,2,0,2
model,fair,0.7459743804762068,14,a,2,1,0,1
model,fair,0.7459743804762068,14,a,3,0,0,0
model,fair,0.7459743804762068,14,a,4,0,0,0
model,fair,0.7459743804762068,14,a,5,0,0,0
model,fair,0.7459743804762068,14,a,6,0,0,0
model,fair,0.7459743804762068,14,a,7,0,0,0
model,fair,0.7459743804762068,14,a,8,0,0,0
model,fair,0.7459743804762068,14,a,9,0,0,0
model,fair,0.7459743804762068,15,a,0,69,0,69
model,fair,0.7459743804762068,15,a,1,1,0,1
model,fair,0.7459743804762068,15,a,2,0,0,0
model,fair,0.7459743804762068,15,a,3,0,0,0
model,fair,0.7459743804762068,15,a,4,0,0,0
model,fair,0.7459743804762068,15,a,5,0,0,0
model,fair,0.7459743804762068,15,a,6,0,0,0
model,fair,0.7459743804762068,15,a,7,0,0,0
model,fair,0.7459743804762068,15,a,8,0,0,0
model,fair,0.7459743804762068,15,a,9,0,0,0
model,fair,0.7459743804762068,16,a,0,69,0,69
model,fair,0.7459743804762068,16,a,1,2,0,2
model,fair,0.7459743804762068,16,a,2,0,0,0
model,fair,0.7459743804762068,16,a,3,0,0,0
model,fair,0.7459743804762068,16,a,4,0,0,0
model,fair,0.7459743804762068,16,a,5,0,0,0
model,fair,0.7459743804762068,16,a,6,0,0,0
model,fair,0.7459743804762068,16,a,7,0,0,0
model,fair,0.7459743804762068,16,a,8,0,0,0
model,fair,0.7459743804762068,16,a,9,0,0,0
model,fair,0.7459743804762068,17,a,0,69,0,69
model,fair,0.7459743804762068,17,a,1,7,0,7
model,fair,0.7459743804762068,17,a,2,1,0,1
model,fair,0.7459743804762068,17,a,3,0,0,0
model,fair,0.7459743804762068,17,a,4,0,0,0
model,fair,0.7459743804762068,17,a,5,0,0,0
model,fair,0.7459743804762068,17,a,6,0,0,0
model,fair,0.7459743804762068,17,a,7,0,0,0
model,fair,0.7459743804762068,17,a,8,0,0,0
model,fair,0.7459743804762068,17,a,9,0,0,0
model,fair,0.7459743804762068,18,a,0,69,0,69
model,fair,0.7459743804762068,18,a,1,3,0,3
model,fair,0.7459743804762068,18,a,2,0,0,0
model,fair,0.7459743804762068,18,a,3,0,0,0
model,fair,0.7459743804762068,18,a,4,0,0,0
model,fair,0.7459743804762068,18,a,5,0,0,0
model,fair,0.7459743804762068,18,a,6,0,0,0
model,fair,0.7459743804762068,18,a,7,0,0,0
model,fair,0.7459743804762068,18,a,8,0,0,0
model,fair,0.7459743804762068,18,a,9,0,0,0
model,fair,0.7459743804762068,19,a,0,69,0,69
model,fair,0.7459743804762068,19,a,1,1,0,1
model,fair,0.7459743804762068,19,a,2,0,0,0
model,fair,0.7459743804762068,19,a,3,0,0,0
model,fair,0.7459743804762068,19,a,4,0,0,0
model,fair,0.7459743804762068,19,a,5,0,0,0
model,fair,0.7459743804762068,19,a,6,0,0,0
model,fair,0.7459743804762068,19,a,7,0,0,0
model,fair,0.7459743804762068,19,a,8,0,0,0
model,fair,0.7459743804762068,19,a,9,0,0,0
model,fair,0.7459743804762068,20,a,0,69,0,69
model,fair,0.7459743804762068,20,a,1,9,0,9
model,fair,0.7459743804762068,20,a,2,1,0,1
model,fair,0.7459743804762068,20,a,3,0,0,0
model,fair,0.7459743804762068,20,a,4,0,0,0
model,fair,0.7459743804762068,20,a,5,0,0,0
model,fair,0.7459743804762068,20,a,6,0,0,0
model,fair,0.7459743804762068,20,a,7,0,0,0
model,fair,0.7459743804762068,20,a,8,0,0,0
model,fair,0.7459743804762068,20,a,9,0,0,0
model,fair,0.7459743804762068,21,a,0,69,0,69
model,fair,0.7459743804762068,21,a,1,3,0,3
model,fair,0.7459743804762068,21,a,2,0,0,0
model,fair,0.7459743804762068,21,a,3,0,0,0
model,fair,0.7459743804762068,21,a,4,0,0,0
model,fair,0.7459743804762068,21,a,5,0,0,0
model,fair,0.7459743804762068,21,a,6,0,0,0
model,fair,0.7459743804762068,21,a,7,0,0,0
model,fair,0.7459743804762068,21,a,8,0,0,0
model,fair,0.7459743804762068,21,a,9,0,0,0
model,fair,0.7459743804762068,22,a,0,69,0,69
model,fair,0.7459743804762068,22,a,1,3,0,3
model,fair,0.7459743804762068,22,a,2,1,0,1
model,fair,0.7459743804762068,22,a,3,0,0,0
model,fair,0.7459743804762068,22,a,4,0,0,0
model,fair,0.7459743804762068,22,a,5,0,0,0
model,fair,0.7459743804762068,22,a,6,0,0,0
model,fair,0.7459743804762068,22,a,7,0,0,0
model,fair,0.7459743804762068,22,a,8,0,0,0
model,fair,0.7459743804762068,22,a,9,0,0,0
model,fair,0.7459743804762068,23,a,0,69,0,69
model,fair,0.7459743804762068,23,a,1,2,0,2
model,fair,0.7459743804762068,23,a,2,1,0,1
model,fair,0.7459743804762068,23,a,3,0,0,0
model,fair,0.7459743804762068,23,a,4,0,0,0
model,fair,0.7459743804762068,23,a,5,0,0,0
model,fair,0.7459743804762068,23,a,6,0,0,0
model,fair,0.7459743804762068,23,a,7,0,0,0
model,fair,0.7459743804762068,23,a,8,0,0,0
model,fair,0.7459743804762068,23,a,9,0,0,0
model,fair,0.7459743804762068,24,a,0,69,0,69
model,fair,0.7459743804762068,24,a,1,3,0,3
model,fair,0.7459743804762068,24,a,2,0,0,0
model,fair,0.7459743804762068,24,a,3,0,0,0
model,fair,0.7459743804762068,24,a,4,0,0,0
model,fair,0.7459743804762068,24,a,5,0,0,0
model,fair,0.7459743804762068,24,a,6,0,0,0
model,fair,0.7459743804762068,24,a,7,0,0,0
model,fair,0.7459743804762068,24,a,8,0,0,0
model,fair,0.7459743804762068,24,a,9,0,0,0
model,fair,0.7459743804762068,25,a,0,69,0,69
model,fair,0.7459743804762068,25,a,1,4,0,4
model,fair,0.7459743804762068,25,a,2,1,0,1
model,fair,0.7459743804762068,25,a,3,0,0,0
model,fair,0.7459743804762068,25,a,4,0,0,0
model,fair,0.7459743804762068,25,a,5,0,0,0
model,fair,0.7459743804762068,25,a,6,0,0,0
model,fair,0.7459743804762068,25,a,7,0,0,0
model,fair,0.7459743804762068,25,a,8,0,0,0
model,fair,0.7459743804762068,25,a,9,0,0,0
model,fair,0.7459743804762068,26,a,0,69,0,69
model,fair,0.7459743804762068,26,a,1,3,0,3
model,fair,0.7459743804762068,26,a,2,1,0,1
model,fair,0.7459743804762068,26,a,3,0,0,0
model,fair,0.7459743804762068,26,a,4,0,0,0
model,fair,0.7459743804762068,26,a,5,0,0,0
model,fair,0.7459743804762068,26,a,6,0,0,0
model,fair,0.7459743804762068,26,a,7,0,0,0
model,fair,0.7459743804762068,26,a,8,0,0,0
model,fair,0.7459743804762068,26,a,9,0,0,0
model,fair,0.7459743804762068,27,a,0,69,0,69
model,fair,0.7459743804762068,27,a,1,8,0,8
model,fair,0.7459743804762068,27,a,2,0,0,0
model,fair,0.7459743804762068,27,a,3,0,0,0
model,fair,0.7459743804762068,27,a,4,0,0,0
model,fair,0.7459743804762068,27,a,5,0,0,0
model,fair,0.7459743804762068,27,a,6,0,0,0
model,fair,0.7459743804762068,27,a,7,0,0,0
model,fair,0.7459743804762068,27,a,8,0,0,0
model,fair,0.7459743804762068,27,a,9,0,0,0
model,fair,0.7459743804762068,28,a,0,69,0,69
model,fair,0.7459743804762068,28,a,1,3,0,3
model,fair,0.7459743804762068,28,a,2,0,0,0
model,fair,0.7459743804762068,28,a,3,0,0,0
model,fair,0.7459743804762068,28,a,4,0,0,0
model,fair,0.7459743804762068,28,a,5,0,0,0
